i;r;s;tx;trm;tm
man;cis;asia;0.017901497012687687;0.01136538503814109;0.03202285198827332
man;cis;cis;0.029772191673212885;0.05408497978488062;0.0003618468664061369
man;cis;eur;0.002686073023706156;0.026617450082546804;0.015569559921622624
man;cis;noa;0.002839180693571284;0.027098078867542973;0.012359241966492723
man;cis;oce;-0.0036231884057971015;0.017272727272727273;0.009009009009009009
man;cis;row;0.0019169329073482429;0.15943877551020408;0.05050732807215333
man;cis;rus;0.05688731881010458;0.03549448217317487;3.470053438822958e-05
man;cis;soa;0.007836990595611285;0.10217729393468118;0.024509803921568627
man;eur;Unnamed: 10;0.0;0.0;0.0
man;eur;afr;0.01631435205794242;0.10049364885821505;0.05969771583731545
man;eur;asia;0.016444334622197937;0.02059978953952069;0.058273596176821985
man;eur;cis;0.031732860249513564;0.07083229331336495;0.05988615937687238
man;eur;eur;0.00034138415062097584;0.024273035906640286;0.0007139578900456986
man;eur;noa;0.0037261961820371043;0.045293742557075765;0.014473596622193483
man;eur;oce;0.00036652412950519245;0.10716902784562775;0.04390557709833634
man;eur;row;0.0010170118343195266;0.11494412117853514;0.05837636525744855
man;eur;rus;0.11867099153540246;0.051040166823891564;0.08040130983069742
man;eur;soa;0.010407472786113562;0.0624385805277525;0.08605903470283208
man;noa;Unnamed: 10;0.0;0.0;0.0
man;noa;afr;0.013825369289807076;0.07176189982370632;0.08780462565323123
man;noa;asia;0.01544825458958574;0.010949769559423655;0.04610193193390993
man;noa;cis;0.04500745156482861;0.03308613804905876;0.05
man;noa;eur;0.0032877337250298393;0.01775869266545022;0.018328662044549342
man;noa;noa;0.0005540667812853365;0.01487283192647484;0.003823385746185337
man;noa;oce;-0.00019102196752626553;0.0669341485161126;0.014623996248754469
man;noa;row;0.003316749585406302;0.06337190082644628;0.03245327628912407
man;noa;rus;0.11471648639790233;0.017690875232774673;0.09239421531869309
man;noa;soa;0.00877958411083218;0.06758932730055227;0.04944394462883021
man;oce;Unnamed: 10;0.0;0.0;0.0
man;oce;afr;0.020050125313283207;0.10319410319410319;0.06832797427652733
man;oce;asia;0.015167798844165062;0.017031873173135183;0.057069886963787425
man;oce;cis;0.019230769230769232;0.08754716981132075;0.08421052631578947
man;oce;eur;0.0011081150962213276;0.006936501494299524;0.06768936906822659
man;oce;noa;0.0037331552749787543;0.016782074929696713;0.013964074803149606
man;oce;oce;0.001802697830546404;0.04473814842392653;0.01888697511433153
man;oce;row;0.000784313725490196;0.1445924764890282;0.0481786133960047
man;oce;rus;0.057803468208092484;0.21530054644808744;0.07701421800947868
man;oce;soa;0.004608294930875576;0.022821100917431194;0.0661764705882353
man;row;Unnamed: 10;0.0;0.0;0.0
man;row;afr;0.011053079072027207;0.052498798654493035;0.045006321112515804
man;row;asia;0.021606227745048813;0.024773574853489612;0.03863121112496205
man;row;cis;0.007220216606498195;0.01990442054958184;0.06117504542701393
man;row;eur;0.006258955194981218;0.01178100511360083;0.016080223105678516
man;row;noa;0.003352295814709468;0.014376835071377948;0.004160798873383689
man;row;oce;-0.005375687232742822;0.01867092494779511;0.01812800591934887
man;row;row;0.003589876872096423;0.053348008351811985;0.007099064214262665
man;row;rus;0.11513194521768177;0.007049425861208187;0.051982851018220796
man;row;soa;0.006672783384769372;0.021874223216505097;0.03792207792207792
man;rus;Unnamed: 10;0.0;0.0;0.0
man;rus;afr;0.012782694198623401;0.283495145631068;0.05615583625019023
man;rus;asia;0.015846467245630963;0.016000337737999748;0.030456852791878174
man;rus;cis;0.01906103982793147;0.07492721979621543;0.00010061627468242988
man;rus;eur;0.0009619766087793023;0.03136787340125732;0.02106716169260793
man;rus;noa;0.0025187537644417676;0.04686219891856464;0.006536869826937547
man;rus;oce;-0.0012422360248447205;0.009825870646766169;0.015706806282722512
man;rus;row;0.0016731734523145567;0.21269487750556793;0.03173992497835914
man;rus;rus;0.0;0.0;0.0
man;rus;soa;0.002220703792278784;0.0419294358275098;0.027427560274275602
man;soa;Unnamed: 10;0.0;0.0;0.0
man;soa;afr;0.00819672131147541;0.16618842659014826;0.08321639068200955
man;soa;asia;0.022268623717988087;0.016845292449656366;0.04781852341521119
man;soa;cis;0.033928571428571426;0.01683937823834197;0.07401812688821752
man;soa;eur;0.001385514139481983;0.023717333168127703;0.05575838035180883
man;soa;noa;0.004469856111699019;0.023940184917290396;0.01729121371019312
man;soa;oce;0.0013937282229965157;0.07515657620041753;0.016886930983847283
man;soa;row;0.0007262164124909223;0.10014513788098693;0.04753981459472308
man;soa;rus;0.060794044665012405;0.05239766081871345;0.16910195370218356
man;soa;soa;0.014910764992327118;0.04931363327896372;0.005877280566397386
