;eng;arg;its;man;CGDS
eng;0.24094373554851417;0.05379442843419791;0.08986962464514772;0.027489502705601864;0.0
arg;0.03416360147129384;-0.014337905838560695;0.11326633165829146;0.004196524982821243;0.006928406466512702
its;0.0006820631044784263;-0.020209129298210334;0.020879897945767698;0.0023573272153713794;0.027209322350104762
man;0.1358774212200058;0.0514089427107592;0.1265457970738958;0.07572448109516078;0.051923699366301354
